unique id,name,year of study,department,book serial no.,book name,date of issue,submit date,phone no.,email id
STU1204,Vijay Chawla,2,Physics,BK-77708,Microbiology Intro,2026-12-09,2026-12-27,9745613123,vijay.chawla17@university.edu
STU1205,Kabir Sharma,1,Economics,BK-48549,Digital Logic Design,2026-07-29,2026-08-17,8361733038,kabir.sharma29@university.edu
STU1206,Priya Patel,1,Mechanical Engineering,BK-29713,The Art of War,2026-03-30,2026-04-17,7294679304,priya.patel56@university.edu
STU1207,Meera Singh,1,Physics,BK-80770,To Kill a Mockingbird,2026-03-09,2026-03-26,7551247602,meera.singh91@university.edu
STU1208,Ananya Verma,4,Electrical Engineering,BK-63779,Modern Economics,2026-07-13,2026-07-30,8202764701,ananya.verma35@university.edu
STU1209,Sanya Malhotra,3,Economics,BK-56477,1984,2026-03-26,2026-04-06,8153051184,sanya.malhotra42@university.edu
STU1210,Amit Chawla,1,Mechanical Engineering,BK-86524,Clean Code,2026-04-22,2026-04-29,7866242394,amit.chawla59@university.edu
STU1211,Sneha Reddy,2,Economics,BK-78419,Clean Code,2026-01-03,2026-01-16,8388388954,sneha.reddy24@university.edu
STU1212,Meera Gupta,2,Mechanical Engineering,BK-35675,To Kill a Mockingbird,2026-02-28,2026-03-15,8331128766,meera.gupta92@university.edu
STU1213,Manish Joshi,4,Civil Engineering,BK-50647,Physics for Scientists,2026-05-29,2026-06-19,8345957968,manish.joshi68@university.edu
STU1214,Karan Kulkarni,1,Computer Science,BK-93078,Physics for Scientists,2026-10-13,2026-11-03,7992294679,karan.kulkarni63@university.edu
STU1215,Vijay Singh,2,Physics,BK-19502,The Great Gatsby,2026-10-09,2026-10-23,8228367081,vijay.singh94@university.edu
STU1216,Riya Patel,1,Civil Engineering,BK-14449,Clean Code,2026-11-25,2026-12-07,8243218939,riya.patel22@university.edu
STU1217,Rahul Kapoor,3,Civil Engineering,BK-22525,Clean Code,2026-02-17,2026-02-27,8887817079,rahul.kapoor26@university.edu
STU1218,Riya Nair,3,Civil Engineering,BK-48780,The Alchemist,2026-11-29,2026-12-08,8309543402,riya.nair83@university.edu
STU1219,Aditya Das,4,Economics,BK-89772,Microbiology Intro,2026-03-04,2026-03-12,8834001684,aditya.das68@university.edu
STU1220,Priya Verma,2,Computer Science,BK-78248,Introduction to Algorithms,2026-07-28,2026-08-13,8761225203,priya.verma39@university.edu
STU1221,Rahul Malhotra,4,Computer Science,BK-64948,To Kill a Mockingbird,2026-05-03,2026-05-13,8123023244,rahul.malhotra44@university.edu
STU1222,Arjun Kapoor,3,Mechanical Engineering,BK-15935,Clean Code,2026-07-06,2026-07-17,8349806820,arjun.kapoor86@university.edu
STU1223,Karan Kapoor,2,Computer Science,BK-12488,Data Structures 101,2026-12-21,2026-12-31,7639962716,karan.kapoor84@university.edu
STU1224,Sneha Patel,1,Physics,BK-94604,Digital Logic Design,2026-05-28,2026-06-18,9797096524,sneha.patel33@university.edu
STU1225,Riya Verma,1,Physics,BK-11391,The Alchemist,2026-12-21,2026-12-31,9364124277,riya.verma12@university.edu
STU1226,Rohan Kapoor,1,Computer Science,BK-35144,Brave New World,2026-11-18,2026-12-09,7737212799,rohan.kapoor59@university.edu
STU1227,Sanya Gupta,4,Literature,BK-52944,Microbiology Intro,2026-05-25,2026-06-11,7099453753,sanya.gupta67@university.edu
STU1228,Pooja Iyer,3,Electrical Engineering,BK-85628,The Great Gatsby,2026-04-19,2026-04-28,8224191436,pooja.iyer77@university.edu
STU1229,Meera Das,2,Computer Science,BK-13533,The Art of War,2026-11-20,2026-12-09,8799658906,meera.das72@university.edu
STU1230,Rohan Kulkarni,2,Mechanical Engineering,BK-91369,Brave New World,2026-09-01,2026-09-22,8421455181,rohan.kulkarni80@university.edu
STU1231,Vijay Kapoor,1,Mathematics,BK-79757,Digital Logic Design,2026-11-08,2026-11-26,9159313172,vijay.kapoor83@university.edu
STU1232,Tara Nair,4,Electrical Engineering,BK-76016,To Kill a Mockingbird,2026-08-26,2026-09-12,7455088466,tara.nair54@university.edu
STU1233,Amit Joshi,4,Electrical Engineering,BK-44851,Microbiology Intro,2026-07-10,2026-07-31,8674366931,amit.joshi69@university.edu
STU1234,Meera Gupta,1,Electrical Engineering,BK-43407,Modern Economics,2026-02-27,2026-03-18,8018843663,meera.gupta63@university.edu
STU1235,Sanya Sharma,3,Electrical Engineering,BK-61008,Introduction to Algorithms,2026-06-26,2026-07-08,7206875645,sanya.sharma21@university.edu
STU1236,Rahul Malhotra,2,Economics,BK-30406,Clean Code,2026-07-30,2026-08-20,7885779738,rahul.malhotra63@university.edu
STU1237,Vikram Kapoor,4,Civil Engineering,BK-17355,1984,2026-07-15,2026-07-29,8342539911,vikram.kapoor73@university.edu
STU1238,Amit Kulkarni,2,Literature,BK-36032,The Great Gatsby,2026-10-28,2026-11-17,7423057488,amit.kulkarni71@university.edu
STU1239,Priya Malhotra,4,Physics,BK-75472,Introduction to Algorithms,2026-10-14,2026-10-21,9358796310,priya.malhotra24@university.edu
STU1240,Pooja Chawla,1,Economics,BK-61026,Psychology of Money,2026-06-11,2026-06-24,9371222071,pooja.chawla47@university.edu
STU1241,Rohan Malhotra,4,Economics,BK-78815,1984,2026-10-29,2026-11-16,7062573798,rohan.malhotra52@university.edu
STU1242,Rohan Malhotra,3,Economics,BK-17753,1984,2026-06-25,2026-07-14,8713386670,rohan.malhotra64@university.edu
STU1243,Karan Nair,4,Electrical Engineering,BK-82004,Brave New World,2026-08-21,2026-09-07,7973134956,karan.nair54@university.edu
STU1244,Pooja Joshi,3,Literature,BK-11459,Digital Logic Design,2026-04-10,2026-04-22,9678895633,pooja.joshi89@university.edu
STU1245,Priya Singh,2,Mechanical Engineering,BK-63914,Introduction to Algorithms,2026-06-17,2026-06-25,8351339437,priya.singh37@university.edu
STU1246,Rohan Iyer,4,Electrical Engineering,BK-61382,Digital Logic Design,2026-02-12,2026-02-28,7991525456,rohan.iyer77@university.edu
STU1247,Zoya Malhotra,4,Literature,BK-67676,Calculus Early Transcendentals,2026-12-09,2026-12-22,7092921626,zoya.malhotra20@university.edu
STU1248,Karan Joshi,4,Mathematics,BK-92029,Calculus Early Transcendentals,2026-11-05,2026-11-16,8532217643,karan.joshi53@university.edu
STU1249,Ananya Sharma,3,Civil Engineering,BK-73442,Calculus Early Transcendentals,2026-03-08,2026-03-18,8295361612,ananya.sharma79@university.edu
STU1250,Karan Malhotra,1,Mechanical Engineering,BK-61294,Calculus Early Transcendentals,2026-04-28,2026-05-13,9991366623,karan.malhotra86@university.edu
STU1251,Manish Patel,2,Electrical Engineering,BK-57936,Physics for Scientists,2026-05-29,2026-06-05,9812564092,manish.patel34@university.edu
STU1252,Sneha Kapoor,3,Literature,BK-45686,Clean Code,2026-12-01,2026-12-18,7921385223,sneha.kapoor78@university.edu
STU1253,Riya Reddy,4,Computer Science,BK-49474,To Kill a Mockingbird,2026-08-20,2026-08-28,8645632864,riya.reddy30@university.edu
STU1254,Arjun Kulkarni,1,Mechanical Engineering,BK-66767,Data Structures 101,2025-12-17,2026-01-01,7061667035,arjun.kulkarni94@university.edu
STU1255,Rohan Malhotra,1,Literature,BK-28570,Digital Logic Design,2025-12-26,2026-01-16,7729663596,rohan.malhotra49@university.edu
STU1256,Pooja Chawla,4,Economics,BK-60211,To Kill a Mockingbird,2026-10-14,2026-10-28,8594503561,pooja.chawla84@university.edu
STU1257,Pooja Iyer,3,Mechanical Engineering,BK-57739,Data Structures 101,2026-06-21,2026-07-09,7906038337,pooja.iyer47@university.edu
STU1258,Aditya Malhotra,4,Electrical Engineering,BK-73065,The Alchemist,2026-01-25,2026-02-02,9164245461,aditya.malhotra61@university.edu
STU1259,Ananya Patel,2,Economics,BK-39611,Calculus Early Transcendentals,2026-07-05,2026-07-21,7421355402,ananya.patel13@university.edu
STU1260,Ananya Patel,1,Electrical Engineering,BK-50193,The Alchemist,2026-05-20,2026-05-27,9088981199,ananya.patel12@university.edu
STU1261,Ananya Malhotra,4,Mechanical Engineering,BK-16638,Digital Logic Design,2026-07-15,2026-07-29,7124269612,ananya.malhotra32@university.edu
STU1262,Arjun Joshi,2,Mathematics,BK-48539,Calculus Early Transcendentals,2026-12-05,2026-12-17,9885966974,arjun.joshi54@university.edu
STU1263,Riya Kapoor,2,Electrical Engineering,BK-76259,Physics for Scientists,2026-08-27,2026-09-14,9958641260,riya.kapoor67@university.edu
STU1264,Meera Singh,4,Literature,BK-64032,Microbiology Intro,2026-07-18,2026-07-26,9782498358,meera.singh14@university.edu
STU1265,Pooja Bose,1,Computer Science,BK-45399,To Kill a Mockingbird,2026-08-03,2026-08-19,7802631262,pooja.bose28@university.edu
STU1266,Amit Chawla,4,Computer Science,BK-63742,Modern Economics,2026-01-31,2026-02-17,7513955717,amit.chawla29@university.edu
STU1267,Sneha Iyer,4,Mechanical Engineering,BK-30613,Clean Code,2026-03-23,2026-04-10,7244125252,sneha.iyer63@university.edu
STU1268,Priya Patel,3,Mathematics,BK-67256,Brave New World,2026-08-29,2026-09-06,9576192700,priya.patel71@university.edu
STU1269,Ishani Kulkarni,1,Economics,BK-74390,Brave New World,2025-12-28,2026-01-04,7034864686,ishani.kulkarni26@university.edu
STU1270,Sanya Kapoor,3,Literature,BK-47004,The Great Gatsby,2026-10-05,2026-10-25,7569696541,sanya.kapoor81@university.edu
STU1271,Riya Kulkarni,3,Mechanical Engineering,BK-14633,Clean Code,2026-08-24,2026-09-01,8173352768,riya.kulkarni40@university.edu
STU1272,Ananya Kulkarni,3,Economics,BK-37197,Digital Logic Design,2026-04-23,2026-05-12,9489964189,ananya.kulkarni54@university.edu
STU1273,Rahul Chawla,3,Economics,BK-40920,Data Structures 101,2026-08-19,2026-08-29,7281201126,rahul.chawla26@university.edu
STU1274,Meera Patel,4,Electrical Engineering,BK-63891,Data Structures 101,2026-03-14,2026-04-02,7333078302,meera.patel17@university.edu
STU1275,Zoya Sharma,2,Electrical Engineering,BK-23089,Microbiology Intro,2026-09-24,2026-10-03,9051522178,zoya.sharma19@university.edu
STU1276,Tara Joshi,3,Literature,BK-56370,The Great Gatsby,2026-11-06,2026-11-19,8497427060,tara.joshi69@university.edu
STU1277,Manish Kulkarni,3,Mechanical Engineering,BK-58611,Microbiology Intro,2026-07-06,2026-07-19,9337211905,manish.kulkarni84@university.edu
STU1278,Rahul Sharma,1,Civil Engineering,BK-68185,Introduction to Algorithms,2026-10-20,2026-11-06,8394782219,rahul.sharma26@university.edu
STU1279,Zoya Kapoor,4,Civil Engineering,BK-43880,Data Structures 101,2026-04-16,2026-05-06,8848138316,zoya.kapoor12@university.edu
STU1280,Vikram Chawla,1,Mathematics,BK-41046,Microbiology Intro,2026-05-13,2026-05-31,9396955467,vikram.chawla20@university.edu
STU1281,Arjun Iyer,4,Mechanical Engineering,BK-27239,Data Structures 101,2026-11-15,2026-11-26,9705855344,arjun.iyer33@university.edu
STU1282,Sneha Gupta,3,Mechanical Engineering,BK-52507,Physics for Scientists,2026-10-25,2026-11-03,8765006682,sneha.gupta32@university.edu
STU1283,Vijay Joshi,1,Computer Science,BK-47816,Brave New World,2026-06-28,2026-07-19,9588227633,vijay.joshi72@university.edu
STU1284,Ishani Bose,4,Literature,BK-83930,Clean Code,2026-07-29,2026-08-06,7569424389,ishani.bose86@university.edu
STU1285,Zoya Reddy,1,Civil Engineering,BK-89804,Digital Logic Design,2026-12-14,2026-12-22,9522838298,zoya.reddy13@university.edu
STU1286,Sneha Nair,3,Civil Engineering,BK-48827,Clean Code,2026-05-07,2026-05-22,9187561760,sneha.nair56@university.edu
STU1287,Vikram Chawla,4,Civil Engineering,BK-10514,The Art of War,2026-11-12,2026-11-20,9594648354,vikram.chawla50@university.edu
STU1288,Zoya Patel,1,Economics,BK-58271,1984,2026-05-07,2026-05-26,7211224985,zoya.patel72@university.edu
STU1289,Vikram Iyer,3,Economics,BK-85195,Microbiology Intro,2026-03-15,2026-03-25,7697082475,vikram.iyer45@university.edu
STU1290,Rahul Das,3,Economics,BK-90208,Introduction to Algorithms,2026-01-01,2026-01-16,9299879278,rahul.das53@university.edu
STU1291,Sanya Das,2,Physics,BK-91283,Modern Economics,2026-11-07,2026-11-15,8301013614,sanya.das54@university.edu
STU1292,Rohan Kulkarni,4,Physics,BK-13294,To Kill a Mockingbird,2026-03-10,2026-03-25,8673019117,rohan.kulkarni12@university.edu
STU1293,Kabir Verma,2,Physics,BK-10071,Modern Economics,2026-08-12,2026-08-29,9108214556,kabir.verma71@university.edu
STU1294,Zoya Malhotra,1,Mathematics,BK-99208,Modern Economics,2026-06-21,2026-07-05,7059432235,zoya.malhotra35@university.edu
STU1295,Aditya Sharma,3,Economics,BK-35699,Data Structures 101,2026-11-05,2026-11-15,9744904435,aditya.sharma68@university.edu
STU1296,Riya Kulkarni,4,Mechanical Engineering,BK-78820,Microbiology Intro,2026-05-26,2026-06-09,7612596785,riya.kulkarni56@university.edu
STU1297,Manish Nair,1,Mathematics,BK-64936,Brave New World,2025-12-23,2026-01-09,9205829299,manish.nair16@university.edu
STU1298,Vijay Kulkarni,2,Literature,BK-57061,Introduction to Algorithms,2026-09-13,2026-10-03,7757759447,vijay.kulkarni30@university.edu
STU1299,Sanya Nair,3,Computer Science,BK-50777,1984,2026-09-27,2026-10-05,9078373552,sanya.nair38@university.edu
STU1300,Vijay Sharma,3,Mathematics,BK-38743,To Kill a Mockingbird,2026-05-24,2026-06-03,9307952300,vijay.sharma85@university.edu
STU1301,Ishani Das,1,Electrical Engineering,BK-84283,The Art of War,2026-12-09,2026-12-23,8583379878,ishani.das55@university.edu
STU1302,Meera Malhotra,1,Economics,BK-81509,Digital Logic Design,2026-04-29,2026-05-07,9469879417,meera.malhotra12@university.edu
STU1303,Ananya Joshi,3,Physics,BK-92390,To Kill a Mockingbird,2026-09-18,2026-10-08,9446311317,ananya.joshi86@university.edu
STU1304,Pooja Nair,2,Electrical Engineering,BK-84764,Data Structures 101,2026-08-26,2026-09-09,8935708056,pooja.nair53@university.edu
STU1305,Pooja Sharma,3,Electrical Engineering,BK-17691,Introduction to Algorithms,2026-08-28,2026-09-04,7833572178,pooja.sharma56@university.edu
STU1306,Vikram Iyer,1,Mathematics,BK-19081,Psychology of Money,2026-10-20,2026-11-07,7689555441,vikram.iyer12@university.edu
STU1307,Manish Malhotra,3,Mathematics,BK-32428,Introduction to Algorithms,2026-05-03,2026-05-15,9324058984,manish.malhotra64@university.edu
STU1308,Meera Kulkarni,4,Mechanical Engineering,BK-96742,The Art of War,2026-09-16,2026-09-28,7429467755,meera.kulkarni73@university.edu
STU1309,Ishani Nair,1,Literature,BK-84731,Psychology of Money,2026-09-12,2026-10-02,8577445779,ishani.nair94@university.edu
STU1310,Kabir Gupta,1,Electrical Engineering,BK-89314,Modern Economics,2026-01-01,2026-01-22,9489676684,kabir.gupta75@university.edu
STU1311,Zoya Singh,3,Economics,BK-58035,1984,2026-01-08,2026-01-17,9272646087,zoya.singh42@university.edu
STU1312,Ishani Bose,2,Economics,BK-74454,Clean Code,2026-02-19,2026-03-07,9455276977,ishani.bose19@university.edu
STU1313,Aditya Joshi,4,Physics,BK-49136,Microbiology Intro,2026-01-22,2026-02-12,7431566833,aditya.joshi30@university.edu
STU1314,Manish Patel,3,Civil Engineering,BK-15753,The Alchemist,2026-04-05,2026-04-23,9123157914,manish.patel59@university.edu
STU1315,Sneha Sharma,1,Electrical Engineering,BK-15599,Modern Economics,2026-06-21,2026-07-04,7065798314,sneha.sharma28@university.edu
STU1316,Aditya Nair,1,Civil Engineering,BK-13008,1984,2026-04-01,2026-04-16,8503913992,aditya.nair12@university.edu
STU1317,Zoya Nair,2,Civil Engineering,BK-20261,Clean Code,2026-09-04,2026-09-22,7737221875,zoya.nair24@university.edu
STU1318,Ananya Bose,1,Mathematics,BK-70290,Microbiology Intro,2026-01-10,2026-01-28,7803437029,ananya.bose11@university.edu
STU1319,Aditya Chawla,3,Electrical Engineering,BK-94062,Introduction to Algorithms,2026-01-21,2026-02-02,9814471171,aditya.chawla89@university.edu
STU1320,Karan Reddy,2,Civil Engineering,BK-26342,The Great Gatsby,2026-04-06,2026-04-21,8836939457,karan.reddy43@university.edu
STU1321,Vikram Patel,3,Physics,BK-77734,The Art of War,2026-08-09,2026-08-26,9255853243,vikram.patel38@university.edu
STU1322,Amit Kulkarni,1,Electrical Engineering,BK-20316,Modern Economics,2026-05-09,2026-05-22,9734121658,amit.kulkarni67@university.edu
STU1323,Rohan Iyer,2,Mechanical Engineering,BK-91071,To Kill a Mockingbird,2026-04-28,2026-05-15,7429333651,rohan.iyer10@university.edu
STU1324,Tara Verma,1,Mechanical Engineering,BK-42250,Physics for Scientists,2026-08-18,2026-09-04,9605741002,tara.verma67@university.edu
STU1325,Riya Reddy,1,Computer Science,BK-39738,The Alchemist,2026-10-02,2026-10-19,9311465512,riya.reddy46@university.edu
STU1326,Manish Gupta,1,Mechanical Engineering,BK-43502,The Alchemist,2026-10-31,2026-11-18,9852858086,manish.gupta41@university.edu
STU1327,Rohan Kapoor,3,Economics,BK-68816,Psychology of Money,2026-12-08,2026-12-17,7062684181,rohan.kapoor72@university.edu
STU1328,Meera Chawla,4,Physics,BK-79126,Microbiology Intro,2026-09-25,2026-10-04,9911681037,meera.chawla31@university.edu
STU1329,Sanya Patel,4,Literature,BK-83553,Physics for Scientists,2026-04-09,2026-04-25,7766941979,sanya.patel38@university.edu
STU1330,Kabir Das,1,Economics,BK-80504,Introduction to Algorithms,2026-10-06,2026-10-15,7342747217,kabir.das61@university.edu
STU1331,Vikram Chawla,1,Physics,BK-15118,Microbiology Intro,2026-10-22,2026-11-11,7711946627,vikram.chawla13@university.edu
STU1332,Meera Joshi,1,Civil Engineering,BK-89569,1984,2026-12-04,2026-12-20,8366918067,meera.joshi26@university.edu
STU1333,Pooja Reddy,3,Mathematics,BK-73110,Calculus Early Transcendentals,2026-06-17,2026-06-30,9964878494,pooja.reddy21@university.edu
STU1334,Riya Singh,3,Physics,BK-70458,Brave New World,2026-05-10,2026-05-19,9562275046,riya.singh66@university.edu
STU1335,Amit Verma,3,Economics,BK-31624,Psychology of Money,2026-04-30,2026-05-18,7506783276,amit.verma26@university.edu
STU1336,Ishani Sharma,4,Literature,BK-68292,Physics for Scientists,2025-12-18,2026-01-01,8598149787,ishani.sharma42@university.edu
STU1337,Priya Chawla,1,Mechanical Engineering,BK-24155,Microbiology Intro,2026-03-21,2026-04-08,9796326696,priya.chawla84@university.edu
STU1338,Ananya Chawla,3,Civil Engineering,BK-42709,Psychology of Money,2026-04-16,2026-05-07,7254474573,ananya.chawla39@university.edu
STU1339,Tara Kulkarni,4,Economics,BK-91271,Modern Economics,2026-10-06,2026-10-19,9199134852,tara.kulkarni95@university.edu
STU1340,Kabir Iyer,3,Mechanical Engineering,BK-51223,Microbiology Intro,2026-03-28,2026-04-14,9188849015,kabir.iyer82@university.edu
STU1341,Riya Reddy,2,Computer Science,BK-88807,Introduction to Algorithms,2026-05-06,2026-05-26,8009487364,riya.reddy11@university.edu
STU1342,Arjun Kulkarni,1,Mathematics,BK-70653,Psychology of Money,2026-02-25,2026-03-15,9408294478,arjun.kulkarni75@university.edu
STU1343,Amit Patel,4,Electrical Engineering,BK-82908,Modern Economics,2026-07-06,2026-07-26,7586953018,amit.patel91@university.edu
STU1344,Zoya Das,3,Economics,BK-48734,Psychology of Money,2026-03-13,2026-03-27,8419156074,zoya.das31@university.edu
STU1345,Tara Malhotra,4,Computer Science,BK-78880,Introduction to Algorithms,2026-01-15,2026-01-23,8865016056,tara.malhotra23@university.edu
STU1346,Sneha Reddy,2,Civil Engineering,BK-78782,1984,2026-02-02,2026-02-17,7642047900,sneha.reddy65@university.edu
STU1347,Rohan Malhotra,1,Civil Engineering,BK-39650,Microbiology Intro,2026-11-22,2026-12-11,8551501398,rohan.malhotra39@university.edu
STU1348,Tara Das,3,Electrical Engineering,BK-24137,Physics for Scientists,2026-11-17,2026-12-05,9052465216,tara.das58@university.edu
STU1349,Vikram Nair,4,Mathematics,BK-63986,Psychology of Money,2026-03-28,2026-04-06,8814271112,vikram.nair37@university.edu
STU1350,Zoya Kulkarni,4,Economics,BK-98229,To Kill a Mockingbird,2026-10-24,2026-11-10,7946865056,zoya.kulkarni53@university.edu
STU1351,Zoya Kulkarni,3,Literature,BK-79251,Brave New World,2026-10-20,2026-11-08,8348382967,zoya.kulkarni87@university.edu
STU1352,Kabir Chawla,3,Literature,BK-88501,Physics for Scientists,2026-10-17,2026-10-26,8478354223,kabir.chawla53@university.edu
STU1353,Priya Chawla,2,Electrical Engineering,BK-18249,Clean Code,2026-02-23,2026-03-11,8275116868,priya.chawla16@university.edu
STU1354,Kabir Chawla,1,Economics,BK-59914,The Alchemist,2026-01-30,2026-02-13,9587026613,kabir.chawla65@university.edu
STU1355,Amit Joshi,1,Mathematics,BK-40809,Data Structures 101,2026-07-17,2026-08-05,8263501859,amit.joshi94@university.edu
STU1356,Pooja Sharma,4,Mathematics,BK-45082,Data Structures 101,2026-11-13,2026-12-03,7555413516,pooja.sharma12@university.edu
STU1357,Rohan Bose,1,Literature,BK-16705,To Kill a Mockingbird,2026-12-08,2026-12-16,7923417762,rohan.bose40@university.edu
STU1358,Manish Reddy,3,Electrical Engineering,BK-82971,To Kill a Mockingbird,2026-04-08,2026-04-17,8405266774,manish.reddy33@university.edu
STU1359,Rohan Patel,4,Economics,BK-13289,The Great Gatsby,2026-03-14,2026-03-23,9789813496,rohan.patel63@university.edu
STU1360,Zoya Das,4,Mathematics,BK-69007,The Great Gatsby,2026-12-13,2026-12-28,9498859469,zoya.das59@university.edu
STU1361,Karan Das,2,Computer Science,BK-29355,To Kill a Mockingbird,2026-11-28,2026-12-09,9514645364,karan.das12@university.edu
STU1362,Arjun Das,2,Computer Science,BK-79684,Psychology of Money,2026-09-21,2026-10-09,9633581442,arjun.das69@university.edu
STU1363,Kabir Reddy,2,Civil Engineering,BK-53369,Microbiology Intro,2026-05-10,2026-05-27,7962871480,kabir.reddy78@university.edu
STU1364,Priya Bose,4,Mechanical Engineering,BK-27719,The Art of War,2026-09-25,2026-10-11,8787663903,priya.bose69@university.edu
STU1365,Tara Chawla,1,Electrical Engineering,BK-23448,Psychology of Money,2026-04-28,2026-05-14,8701759080,tara.chawla94@university.edu
STU1366,Ishani Bose,3,Computer Science,BK-99002,Data Structures 101,2026-06-01,2026-06-18,8613787322,ishani.bose39@university.edu
STU1367,Sneha Iyer,1,Mathematics,BK-12919,Microbiology Intro,2026-11-13,2026-11-29,8235719676,sneha.iyer37@university.edu
STU1368,Tara Malhotra,4,Electrical Engineering,BK-21231,The Alchemist,2026-05-13,2026-05-20,7502719401,tara.malhotra45@university.edu
STU1369,Amit Malhotra,4,Literature,BK-33586,Data Structures 101,2026-05-24,2026-06-14,7753523293,amit.malhotra16@university.edu
STU1370,Aditya Patel,2,Electrical Engineering,BK-45396,Psychology of Money,2026-04-24,2026-05-09,8233311166,aditya.patel79@university.edu
STU1371,Vijay Gupta,4,Civil Engineering,BK-23894,Introduction to Algorithms,2026-04-22,2026-04-29,9636308637,vijay.gupta93@university.edu
STU1372,Pooja Iyer,4,Literature,BK-10107,Physics for Scientists,2026-05-28,2026-06-15,8673003895,pooja.iyer29@university.edu
STU1373,Riya Kapoor,2,Civil Engineering,BK-37066,Data Structures 101,2026-11-02,2026-11-22,7565997498,riya.kapoor71@university.edu
STU1374,Sanya Das,1,Electrical Engineering,BK-91332,Physics for Scientists,2026-04-16,2026-04-24,7523755031,sanya.das57@university.edu
STU1375,Karan Das,4,Computer Science,BK-81075,Physics for Scientists,2026-11-14,2026-11-25,7266662911,karan.das19@university.edu
STU1376,Tara Verma,2,Computer Science,BK-77189,The Great Gatsby,2026-02-27,2026-03-13,9813381511,tara.verma55@university.edu
STU1377,Rahul Malhotra,4,Electrical Engineering,BK-99017,The Great Gatsby,2026-06-20,2026-06-30,8496914488,rahul.malhotra50@university.edu
STU1378,Arjun Reddy,2,Economics,BK-26202,The Art of War,2026-09-08,2026-09-23,8664278920,arjun.reddy48@university.edu
STU1379,Rahul Chawla,4,Economics,BK-89190,1984,2026-02-04,2026-02-23,7794208673,rahul.chawla61@university.edu
STU1380,Amit Singh,4,Mechanical Engineering,BK-82338,Clean Code,2026-12-08,2026-12-20,9433688463,amit.singh11@university.edu
STU1381,Rohan Sharma,1,Mathematics,BK-68843,Physics for Scientists,2026-09-03,2026-09-11,9536861771,rohan.sharma57@university.edu
STU1382,Amit Singh,4,Economics,BK-56457,Psychology of Money,2026-01-21,2026-02-08,8663205910,amit.singh18@university.edu
STU1383,Tara Kapoor,2,Civil Engineering,BK-62743,Psychology of Money,2026-07-01,2026-07-14,7137894998,tara.kapoor54@university.edu
STU1384,Ishani Kulkarni,4,Mathematics,BK-91049,Clean Code,2026-10-26,2026-11-15,7585957121,ishani.kulkarni84@university.edu
STU1385,Rohan Singh,4,Mechanical Engineering,BK-90380,Psychology of Money,2026-05-12,2026-05-28,9189042787,rohan.singh45@university.edu
STU1386,Vikram Reddy,2,Literature,BK-52974,Data Structures 101,2026-03-16,2026-03-24,8127938124,vikram.reddy14@university.edu
STU1387,Rahul Joshi,3,Physics,BK-54476,Digital Logic Design,2026-02-06,2026-02-27,8167685377,rahul.joshi35@university.edu
STU1388,Manish Das,1,Economics,BK-88984,Calculus Early Transcendentals,2026-01-19,2026-02-07,8202189643,manish.das60@university.edu
STU1389,Priya Chawla,2,Mechanical Engineering,BK-71854,Brave New World,2026-02-28,2026-03-14,7353395475,priya.chawla62@university.edu
STU1390,Ananya Chawla,2,Computer Science,BK-28009,Microbiology Intro,2026-05-19,2026-06-05,9061314624,ananya.chawla95@university.edu
STU1391,Sanya Kulkarni,3,Mathematics,BK-41371,1984,2026-03-09,2026-03-19,8376079911,sanya.kulkarni17@university.edu
STU1392,Tara Gupta,2,Mathematics,BK-55539,Modern Economics,2026-03-05,2026-03-19,8948779410,tara.gupta68@university.edu
STU1393,Arjun Verma,3,Mechanical Engineering,BK-98725,Calculus Early Transcendentals,2026-03-14,2026-04-02,7222038693,arjun.verma11@university.edu
STU1394,Ananya Bose,2,Literature,BK-66828,Brave New World,2026-09-17,2026-09-27,7543612869,ananya.bose38@university.edu
STU1395,Sneha Iyer,3,Literature,BK-72937,Physics for Scientists,2026-05-22,2026-06-06,8362083415,sneha.iyer49@university.edu
STU1396,Priya Reddy,1,Literature,BK-44079,Psychology of Money,2026-09-27,2026-10-17,7214765987,priya.reddy63@university.edu
STU1397,Vikram Sharma,1,Mechanical Engineering,BK-10269,Microbiology Intro,2026-09-01,2026-09-08,7358567629,vikram.sharma99@university.edu
STU1398,Sanya Sharma,1,Mathematics,BK-66638,Microbiology Intro,2026-03-05,2026-03-18,7141197226,sanya.sharma69@university.edu
STU1399,Sanya Reddy,2,Computer Science,BK-21911,Digital Logic Design,2026-06-20,2026-06-27,7998385175,sanya.reddy41@university.edu
STU1400,Zoya Joshi,1,Computer Science,BK-41369,Digital Logic Design,2025-12-24,2026-01-10,7773483126,zoya.joshi81@university.edu
STU1401,Arjun Nair,1,Civil Engineering,BK-65731,The Great Gatsby,2026-01-10,2026-01-25,8259556344,arjun.nair75@university.edu
STU1402,Arjun Reddy,4,Physics,BK-66370,Introduction to Algorithms,2026-03-18,2026-04-01,9192804285,arjun.reddy49@university.edu
STU1403,Sanya Kulkarni,3,Civil Engineering,BK-90021,Introduction to Algorithms,2026-09-05,2026-09-14,9458859213,sanya.kulkarni90@university.edu
STU1404,Vikram Patel,4,Computer Science,BK-30712,Data Structures 101,2026-06-15,2026-06-25,9057267248,vikram.patel84@university.edu
STU1405,Manish Singh,3,Electrical Engineering,BK-48973,The Great Gatsby,2026-10-09,2026-10-22,8589025272,manish.singh89@university.edu
